2024-11-01,2024-11-04,NAP–ATH,€125,Separate tickets booked together,Nonstop,1 hr 40 min
2024-11-01,2024-11-05,NAP–ATH,€165,Separate tickets booked together,Nonstop,1 hr 40 min
2024-11-01,2024-11-06,NAP–ATH,€143,Separate tickets booked together,Nonstop,1 hr 40 min
2024-11-08,2024-11-11,NAP–ATH,€160,ITA,1 stop,4 hr
2024-11-08,2024-11-12,NAP–ATH,€160,ITA,1 stop,4 hr
2024-11-08,2024-11-13,NAP–ATH,€151,Separate tickets booked together,1 stop,4 hr
2024-11-08,2024-11-11,NAP–ATH,€160,ITA,1 stop,4 hr
2024-11-08,2024-11-12,NAP–ATH,€160,ITA,1 stop,4 hr
2024-11-08,2024-11-13,NAP–ATH,€151,Separate tickets booked together,1 stop,4 hr
2024-11-15,2024-11-18,NAP–ATH,€160,ITA,1 stop,4 hr 15 min
2024-11-15,2024-11-19,NAP–ATH,€151,Separate tickets booked together,1 stop,4 hr 15 min
2024-11-15,2024-11-20,NAP–ATH,€151,Separate tickets booked together,1 stop,4 hr 15 min
2024-11-22,2024-11-25,NAP–ATH,€160,ITA,1 stop,4 hr 15 min
2024-11-22,2024-11-26,NAP–ATH,€160,ITA,1 stop,4 hr 15 min
2024-11-22,2024-11-27,NAP–ATH,€142,AegeanVolotea,Nonstop,1 hr 45 min
2024-11-29,2024-12-02,NAP–ATH,€160,ITA,1 stop,4 hr 15 min
2024-11-29,2024-12-03,NAP–ATH,€160,ITA,1 stop,4 hr 15 min
2024-11-29,2024-12-04,NAP–ATH,€160,ITA,1 stop,4 hr 15 min
2024-12-06,2024-12-09,NAP–ATH,€160,ITA,1 stop,4 hr 15 min
2024-12-06,2024-12-10,NAP–ATH,€160,ITA,1 stop,4 hr 15 min
2024-12-06,2024-12-11,NAP–ATH,€160,ITA,1 stop,4 hr 15 min
2024-12-13,2024-12-16,NAP–ATH,€160,ITA,1 stop,4 hr 15 min
2024-12-13,2024-12-17,NAP–ATH,€160,ITA,1 stop,4 hr 15 min
2024-12-13,2024-12-18,NAP–ATH,€160,ITA,1 stop,4 hr 15 min
2024-05-03,2024-05-06,NAP–BCN,€171,Separate tickets booked together,1 stop,3 hr 30 min
2024-05-03,2024-05-07,NAP–BCN,€184,ITA,1 stop,3 hr 30 min
2024-05-03,2024-05-08,NAP–BCN,€174,ITA,1 stop,3 hr 30 min
2024-05-10,2024-05-13,NAP–BCN,€142,Separate tickets booked together,Nonstop,2 hr 5 min
2024-05-10,2024-05-14,NAP–BCN,€139,VuelingIberia,Nonstop,2 hr 5 min
2024-05-10,2024-05-15,NAP–BCN,€131,VuelingIberia,Nonstop,2 hr 5 min
2024-05-17,2024-05-20,NAP–BCN,€128,Separate tickets booked together,Nonstop,2 hr 5 min
2024-05-17,2024-05-21,NAP–BCN,€113,Separate tickets booked together,Nonstop,1 hr 55 min
2024-05-17,2024-05-22,NAP–BCN,€111,VuelingIberia,Nonstop,2 hr 5 min
2024-05-24,2024-05-27,NAP–BCN,€71,Ryanair,Nonstop,2 hr
2024-05-24,2024-05-28,NAP–BCN,€84,Ryanair,Nonstop,2 hr
2024-05-24,2024-05-29,NAP–BCN,€78,Ryanair,Nonstop,2 hr
2024-05-24,2024-05-27,NAP–BCN,€71,Ryanair,Nonstop,2 hr
2024-05-24,2024-05-28,NAP–BCN,€84,Ryanair,Nonstop,2 hr
2024-05-24,2024-05-29,NAP–BCN,€78,Ryanair,Nonstop,2 hr
2024-05-31,2024-06-03,NAP–BCN,€153,VuelingIberia,Nonstop,2 hr 5 min
2024-05-31,2024-06-04,NAP–BCN,€146,Separate tickets booked together,Nonstop,2 hr 5 min
2024-05-31,2024-06-05,NAP–BCN,€131,VuelingIberia,Nonstop,2 hr 5 min
2024-06-07,2024-06-10,NAP–BCN,€88,VuelingIberia,Nonstop,2 hr 5 min
2024-06-07,2024-06-11,NAP–BCN,€78,VuelingIberia,Nonstop,2 hr 5 min
2024-06-07,2024-06-12,NAP–BCN,€73,VuelingIberia,Nonstop,2 hr 5 min
2024-06-14,2024-06-17,NAP–BCN,€150,Separate tickets booked together,Nonstop,2 hr 5 min
2024-06-14,2024-06-18,NAP–BCN,€120,VuelingIberia,Nonstop,2 hr 5 min
